Broker,Exchange,OrderType,Quarter,Rebate,MarketCenter,MktShare,Rebate_Dummy,Obs_id
DA Davidson,NASDAQ,Limit,2017Q3,0.0,CDRG,0.2276,0,DA Davidson-CDRG-NASDAQ-Limit
DA Davidson,NASDAQ,Limit,2017Q3,0.0,SGMA,0.0416,0,DA Davidson-SGMA-NASDAQ-Limit
DA Davidson,NASDAQ,Limit,2017Q3,0.0,UBSS,0.3515,0,DA Davidson-UBSS-NASDAQ-Limit
DA Davidson,NASDAQ,Limit,2017Q3,0.0,VRTU,0.3793,0,DA Davidson-VRTU-NASDAQ-Limit
DA Davidson,NASDAQ,Market,2014Q1,0.0,KCG,0.1697,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q1,0.0,UBSS,0.2145,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q2,0.0,CDRG,0.4413,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q2,0.0,KCG,0.2349,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q2,0.0,UBSS,0.2198,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q3,0.0,CDRG,0.3568,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q3,0.0,KCG,0.3482,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q3,0.0,UBSS,0.2725,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q4,0.0,CDRG,0.2909,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q4,0.0,KCG,0.3541,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2014Q4,0.0,UBSS,0.3265,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q1,0.0,CDRG,0.2469,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q1,0.0,KCG,0.3787,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q1,0.0,UBSS,0.2796,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q2,0.0,CDRG,0.2284,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q2,0.0,KCG,0.3382,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q2,0.0,UBSS,0.2782,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q3,0.0,CDRG,0.2498,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q3,0.0,KCG,0.3128,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q3,0.0,UBSS,0.294,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q4,0.0,CDRG,0.2477,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q4,0.0,KCG,0.3316,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2015Q4,0.0,UBSS,0.3529,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q1,0.0,CDRG,0.2217,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q1,0.0,KCG,0.3732,0,DA Davidson-KCG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q1,0.0,UBSS,0.3858,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q2,0.0,CDRG,0.213,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q2,0.0,FBCO,0.0,0,DA Davidson-FBCO-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q2,0.0,SGMA,0.0216,0,DA Davidson-SGMA-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q2,0.0,UBSS,0.3899,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q2,0.0,VRTU,0.3754,0,DA Davidson-VRTU-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q3,0.0,CDRG,0.2478,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q3,0.0,SGMA,0.0769,0,DA Davidson-SGMA-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q3,0.0,UBSS,0.3267,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q3,0.0,VRTU,0.3479,0,DA Davidson-VRTU-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q4,0.0,CDRG,0.2663,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q4,0.0,SGMA,0.0762,0,DA Davidson-SGMA-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q4,0.0,UBSS,0.32,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2016Q4,0.0,VRTU,0.3375,0,DA Davidson-VRTU-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q1,0.0,CDRG,0.2773,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q1,0.0,SGMA,0.0797,0,DA Davidson-SGMA-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q1,0.0,UBSS,0.3383,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q1,0.0,VRTU,0.3047,0,DA Davidson-VRTU-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q2,0.0,CDRG,0.2637,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q2,0.0,SGMA,0.0782,0,DA Davidson-SGMA-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q2,0.0,UBSS,0.3493,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q2,0.0,VRTU,0.3087,0,DA Davidson-VRTU-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q3,0.0,CDRG,0.2569,0,DA Davidson-CDRG-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q3,0.0,SGMA,0.0648,0,DA Davidson-SGMA-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q3,0.0,UBSS,0.3881,0,DA Davidson-UBSS-NASDAQ-Market
DA Davidson,NASDAQ,Market,2017Q3,0.0,VRTU,0.2899,0,DA Davidson-VRTU-NASDAQ-Market
DA Davidson,NASDAQ,Other,2014Q1,0.0,KCG,0.0494,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q1,0.0,UBSS,0.0605,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q2,0.0,CDRG,0.3035,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q2,0.0,KCG,0.0997,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q2,0.0,UBSS,0.1138,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q3,0.0,CDRG,0.4389,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q3,0.0,KCG,0.2114,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q3,0.0,UBSS,0.2024,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q4,0.0,CDRG,0.3856,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q4,0.0,KCG,0.2654,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2014Q4,0.0,UBSS,0.1761,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q1,0.0,CDRG,0.4183,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q1,0.0,KCG,0.2566,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q1,0.0,UBSS,0.2046,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q2,0.0,CDRG,0.3806,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q2,0.0,KCG,0.2591,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q2,0.0,UBSS,0.1902,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q3,0.0,CDRG,0.4293,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q3,0.0,KCG,0.2455,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q3,0.0,UBSS,0.1915,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q4,0.0,CDRG,0.3921,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q4,0.0,KCG,0.2301,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2015Q4,0.0,UBSS,0.2031,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q1,0.0,CDRG,0.3389,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q1,0.0,KCG,0.3035,0,DA Davidson-KCG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q1,0.0,UBSS,0.2482,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q2,0.0,CDRG,0.3291,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q2,0.0,FBCO,0.0008,0,DA Davidson-FBCO-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q2,0.0,SGMA,0.019,0,DA Davidson-SGMA-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q2,0.0,UBSS,0.2594,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q2,0.0,VRTU,0.3097,0,DA Davidson-VRTU-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q3,0.0,CDRG,0.3585,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q3,0.0,SGMA,0.0937,0,DA Davidson-SGMA-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q3,0.0,UBSS,0.23399999999999999,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q3,0.0,VRTU,0.2325,0,DA Davidson-VRTU-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q4,0.0,CDRG,0.4102,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q4,0.0,SGMA,0.107,0,DA Davidson-SGMA-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q4,0.0,UBSS,0.2035,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2016Q4,0.0,VRTU,0.2079,0,DA Davidson-VRTU-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q1,0.0,CDRG,0.3975,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q1,0.0,SGMA,0.1068,0,DA Davidson-SGMA-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q1,0.0,UBSS,0.2321,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q1,0.0,VRTU,0.2216,0,DA Davidson-VRTU-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q2,0.0,CDRG,0.384,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q2,0.0,SGMA,0.0781,0,DA Davidson-SGMA-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q2,0.0,UBSS,0.2516,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q2,0.0,VRTU,0.2385,0,DA Davidson-VRTU-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q3,0.0,CDRG,0.3674,0,DA Davidson-CDRG-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q3,0.0,SGMA,0.0473,0,DA Davidson-SGMA-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q3,0.0,UBSS,0.2959,0,DA Davidson-UBSS-NASDAQ-Other
DA Davidson,NASDAQ,Other,2017Q3,0.0,VRTU,0.2351,0,DA Davidson-VRTU-NASDAQ-Other
DA Davidson,NASDAQ,Total,2014Q1,0.0,KCG,0.1002,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q1,0.0,UBSS,0.1105,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q2,0.0,CDRG,0.35700000000000004,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q2,0.0,KCG,0.175,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q2,0.0,UBSS,0.1613,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q3,0.0,CDRG,0.3825,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q3,0.0,KCG,0.3037,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q3,0.0,UBSS,0.2436,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q4,0.0,CDRG,0.32899999999999996,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q4,0.0,KCG,0.3191,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2014Q4,0.0,UBSS,0.2549,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q1,0.0,CDRG,0.3185,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q1,0.0,KCG,0.3248,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q1,0.0,UBSS,0.2554,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q2,0.0,CDRG,0.2966,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q2,0.0,KCG,0.3083,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q2,0.0,UBSS,0.2371,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q3,0.0,CDRG,0.2892,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q3,0.0,KCG,0.2617,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q3,0.0,UBSS,0.2204,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q4,0.0,CDRG,0.3146,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q4,0.0,KCG,0.2894,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2015Q4,0.0,UBSS,0.2763,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q1,0.0,CDRG,0.2761,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q1,0.0,KCG,0.3492,0,DA Davidson-KCG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q1,0.0,UBSS,0.3118,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q2,0.0,CDRG,0.268,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q2,0.0,FBCO,0.0004,0,DA Davidson-FBCO-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q2,0.0,SGMA,0.0194,0,DA Davidson-SGMA-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q2,0.0,UBSS,0.3207,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q2,0.0,VRTU,0.35009999999999997,0,DA Davidson-VRTU-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q3,0.0,CDRG,0.2976,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q3,0.0,SGMA,0.0823,0,DA Davidson-SGMA-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q3,0.0,UBSS,0.2767,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q3,0.0,VRTU,0.304,0,DA Davidson-VRTU-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q4,0.0,CDRG,0.3337,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q4,0.0,SGMA,0.0897,0,DA Davidson-SGMA-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q4,0.0,UBSS,0.26,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2016Q4,0.0,VRTU,0.2807,0,DA Davidson-VRTU-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q1,0.0,CDRG,0.33799999999999997,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q1,0.0,SGMA,0.0926,0,DA Davidson-SGMA-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q1,0.0,UBSS,0.2789,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q1,0.0,VRTU,0.2682,0,DA Davidson-VRTU-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q2,0.0,CDRG,0.3244,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q2,0.0,SGMA,0.0768,0,DA Davidson-SGMA-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q2,0.0,UBSS,0.295,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q2,0.0,VRTU,0.2776,0,DA Davidson-VRTU-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q3,0.0,CDRG,0.3159,0,DA Davidson-CDRG-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q3,0.0,SGMA,0.0541,0,DA Davidson-SGMA-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q3,0.0,UBSS,0.3359,0,DA Davidson-UBSS-NASDAQ-Total
DA Davidson,NASDAQ,Total,2017Q3,0.0,VRTU,0.2642,0,DA Davidson-VRTU-NASDAQ-Total
DA Davidson,NYSE,Limit,2014Q1,0.0,ATDF,0.0881,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q1,0.0,KCG,0.2801,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q1,0.0,UBSS,0.261,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q2,0.0,ATDF,0.0984,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q2,0.0,CDRG,0.2339,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q2,0.0,KCG,0.3159,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q2,0.0,UBSS,0.3148,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q3,0.0,ATDF,0.0745,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q3,0.0,CDRG,0.2834,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q3,0.0,KCG,0.3565,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q3,0.0,UBSS,0.2851,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q4,0.0,ATDF,0.0889,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q4,0.0,CDRG,0.2972,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q4,0.0,KCG,0.3168,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2014Q4,0.0,UBSS,0.2968,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q1,0.0,ATDF,0.1024,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q1,0.0,CDRG,0.225,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q1,0.0,KCG,0.3546,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q1,0.0,UBSS,0.3081,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q2,0.0,ATDF,0.0859,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q2,0.0,CDRG,0.2138,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q2,0.0,KCG,0.3413,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q2,0.0,UBSS,0.3333,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q3,0.0,ATDF,0.1131,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q3,0.0,CDRG,0.233,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q3,0.0,KCG,0.342,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q3,0.0,UBSS,0.2841,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q4,0.0,ATDF,0.10800000000000001,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q4,0.0,CDRG,0.2215,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q4,0.0,KCG,0.3438,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2015Q4,0.0,UBSS,0.3196,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q1,0.0,ATDF,0.0315,0,DA Davidson-ATDF-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q1,0.0,CDRG,0.2368,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q1,0.0,KCG,0.3834,0,DA Davidson-KCG-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q1,0.0,UBSS,0.3483,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q2,0.0,CDRG,0.1855,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q2,0.0,FBCO,0.0,0,DA Davidson-FBCO-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q2,0.0,SGMA,0.0139,0,DA Davidson-SGMA-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q2,0.0,UBSS,0.3938,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q2,0.0,VRTU,0.4069,0,DA Davidson-VRTU-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q3,0.0,CDRG,0.1806,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q3,0.0,SGMA,0.1279,0,DA Davidson-SGMA-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q3,0.0,UBSS,0.2876,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q3,0.0,VRTU,0.401,0,DA Davidson-VRTU-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q4,0.0,CDRG,0.1839,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q4,0.0,SGMA,0.1075,0,DA Davidson-SGMA-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q4,0.0,UBSS,0.312,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2016Q4,0.0,VRTU,0.3965,0,DA Davidson-VRTU-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q1,0.0,CDRG,0.2191,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q1,0.0,SGMA,0.076,0,DA Davidson-SGMA-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q1,0.0,UBSS,0.2757,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q1,0.0,VRTU,0.4292,0,DA Davidson-VRTU-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q2,0.0,CDRG,0.1761,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q2,0.0,SGMA,0.0958,0,DA Davidson-SGMA-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q2,0.0,UBSS,0.3116,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q2,0.0,VRTU,0.4161,0,DA Davidson-VRTU-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q3,0.0,CDRG,0.1654,0,DA Davidson-CDRG-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q3,0.0,SGMA,0.1375,0,DA Davidson-SGMA-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q3,0.0,UBSS,0.2932,0,DA Davidson-UBSS-NYSE-Limit
DA Davidson,NYSE,Limit,2017Q3,0.0,VRTU,0.401,0,DA Davidson-VRTU-NYSE-Limit
DA Davidson,NYSE,Market,2014Q1,0.0,ATDF,0.1205,0,DA Davidson-ATDF-NYSE-Market
DA Davidson,NYSE,Market,2014Q1,0.0,KCG,0.1822,0,DA Davidson-KCG-NYSE-Market
DA Davidson,NYSE,Market,2014Q1,0.0,UBSS,0.2622,0,DA Davidson-UBSS-NYSE-Market
DA Davidson,NYSE,Market,2014Q2,0.0,ATDF,0.1116,0,DA Davidson-ATDF-NYSE-Market
DA Davidson,NYSE,Market,2014Q2,0.0,CDRG,0.3637,0,DA Davidson-CDRG-NYSE-Market
DA Davidson,NYSE,Market,2014Q2,0.0,KCG,0.2079,0,DA Davidson-KCG-NYSE-Market
DA Davidson,NYSE,Market,2014Q2,0.0,UBSS,0.2818,0,DA Davidson-UBSS-NYSE-Market
DA Davidson,NYSE,Market,2014Q3,0.0,ATDF,0.1247,0,DA Davidson-ATDF-NYSE-Market
DA Davidson,NYSE,Market,2014Q3,0.0,CDRG,0.3048,0,DA Davidson-CDRG-NYSE-Market
DA Davidson,NYSE,Market,2014Q3,0.0,KCG,0.3011,0,DA Davidson-KCG-NYSE-Market
DA Davidson,NYSE,Market,2014Q3,0.0,UBSS,0.2692,0,DA Davidson-UBSS-NYSE-Market
DA Davidson,NYSE,Market,2014Q4,0.0,ATDF,0.1391,0,DA Davidson-ATDF-NYSE-Market
DA Davidson,NYSE,Market,2014Q4,0.0,CDRG,0.2751,0,DA Davidson-CDRG-NYSE-Market
DA Davidson,NYSE,Market,2014Q4,0.0,KCG,0.318,0,DA Davidson-KCG-NYSE-Market
DA Davidson,NYSE,Market,2014Q4,0.0,UBSS,0.2677,0,DA Davidson-UBSS-NYSE-Market
